standalone | Starting Airflow Standalone
dag-processor | example_dags  standard/example_bash_operator.py                                                             1           0  0.05s            2026-02-18T13:28:43
dag-processor | example_dags  example_nested_branch_dag.py                                                                  1           0  0.05s            2026-02-18T13:28:48
dag-processor | example_dags  example_dynamic_task_mapping_with_no_taskflow_operators.py                                    1           0  0.05s            2026-02-18T13:28:48
dag-processor | example_dags  standard/example_latest_only.py                                                               1           0  0.05s            2026-02-18T13:28:43
dag-processor | example_dags  standard/example_python_operator.py                                                           1           0  0.04s            2026-02-18T13:28:48
dag-processor | example_dags  standard/example_sensors.py                                                                   1           0  0.04s            2026-02-18T13:28:45
dag-processor | example_dags  tutorial_dag.py                                                                               1           0  0.04s            2026-02-18T13:28:47
dag-processor | example_dags  example_latest_only_with_trigger.py                                                           1           0  0.04s            2026-02-18T13:28:48
dag-processor | example_dags  plugins/listener_plugin.py                                                                    0           0  0.03s            2026-02-18T13:28:47
dag-processor | ================================================================================ [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:822
dag-processor | 2026-02-18T13:29:14.198165Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:29:14.205569Z [info     ] Setting next_dagrun for latest_only to 2026-02-18 13:29:14.205363+00:00, run_after=2026-02-18 13:29:14.205363+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:29:14.249391Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:29:14.261671Z [info     ] Setting next_dagrun for example_short_circuit_decorator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:29:14.326765Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:29:14.347357Z [info     ] Setting next_dagrun for example_bash_operator to 2026-02-18 00:00:00+00:00, run_after=2026-02-18 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:29:14.386848Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:29:14.394572Z [info     ] Setting next_dagrun for example_trigger_controller_dag to 2021-01-01 00:00:00+00:00, run_after=2021-01-01 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:29:14.433672Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:29:14.444873Z [info     ] Setting next_dagrun for tutorial_taskflow_templates to 2026-02-18 00:00:00+00:00, run_after=2026-02-18 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:29:14.496122Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:29:14.503851Z [info     ] Setting next_dagrun for example_setup_teardown to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:29:14.542372Z [info     ] Sync 4 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:29:14.552281Z [info     ] Setting next_dagrun for asset_alias_example_alias_consumer_with_no_taskflow to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:29:14.553968Z [info     ] Setting next_dagrun for asset_alias_example_alias_producer_with_no_taskflow to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:29:14.555178Z [info     ] Setting next_dagrun for asset_s3_bucket_consumer_with_no_taskflow to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:29:14.556256Z [info     ] Setting next_dagrun for asset_s3_bucket_producer_with_no_taskflow to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:29:14.622987Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:29:14.627432Z [info     ] Setting next_dagrun for example_display_name to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:29:14.664700Z [info     ] Sync 3 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:29:14.668789Z [info     ] Setting next_dagrun for asset1_producer to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:29:14.669693Z [info     ] Setting next_dagrun for asset2_producer to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:29:14.670675Z [info     ] Setting next_dagrun for consumes_asset_decorator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:29:14.736868Z [info     ] Sync 2 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:29:14.739601Z [info     ] Setting next_dagrun for example_external_task_marker_child to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:29:14.740698Z [info     ] Setting next_dagrun for example_external_task_marker_parent to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:29:15.746029Z [info     ] Not time to refresh bundle dags-folder [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:592
dag-processor | 2026-02-18T13:29:15.747861Z [info     ] Not time to refresh bundle example_dags [airflow.dag_processing.manager.DagFileProcessorManager] loc=manager.py:592
dag-processor | 2026-02-18T13:29:15.800808Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:29:15.805844Z [info     ] Setting next_dagrun for example_short_circuit_operator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:29:15.844391Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:29:15.850235Z [info     ] Setting next_dagrun for example_sensors to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:29:15.888911Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:29:15.894563Z [info     ] Setting next_dagrun for example_python_decorator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:29:15.931869Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:29:15.937041Z [info     ] Setting next_dagrun for tutorial_taskflow_api to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:29:15.994440Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:29:16.002350Z [info     ] Setting next_dagrun for example_task_group_decorator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:29:16.077898Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:29:16.084627Z [info     ] Setting next_dagrun for example_asset_with_watchers to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:29:16.115570Z [info     ] Sync 10 DAGs                   [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:29:16.120170Z [info     ] Setting next_dagrun for asset_consumes_1 to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:29:16.121251Z [info     ] Setting next_dagrun for asset_consumes_1_and_2 to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:29:16.122210Z [info     ] Setting next_dagrun for asset_consumes_1_never_scheduled to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:29:16.123241Z [info     ] Setting next_dagrun for asset_consumes_unknown_never_scheduled to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:29:16.126843Z [info     ] Setting next_dagrun for asset_produces_1 to 2026-02-18 00:00:00+00:00, run_after=2026-02-18 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:29:16.128485Z [info     ] Setting next_dagrun for asset_produces_2 to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:29:16.132131Z [info     ] Setting next_dagrun for conditional_asset_and_time_based_timetable to 2026-02-18 01:00:00+00:00, run_after=2026-02-18 01:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:29:16.133767Z [info     ] Setting next_dagrun for consume_1_and_2_with_asset_expressions to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:29:16.134949Z [info     ] Setting next_dagrun for consume_1_or_2_with_asset_expressions to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:29:16.136085Z [info     ] Setting next_dagrun for consume_1_or_both_2_and_3_with_asset_expressions to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:29:17.200233Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:29:17.205055Z [info     ] Setting next_dagrun for example_bash_decorator to None, run_after=None [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:29:17.247148Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:29:17.260352Z [info     ] Setting next_dagrun for example_branch_python_operator_decorator to 2026-02-18 00:00:00+00:00, run_after=2026-02-18 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
dag-processor | 2026-02-18T13:29:17.299266Z [info     ] Sync 1 DAGs                    [airflow.serialization.serialized_objects] loc=serialized_objects.py:2949
dag-processor | 2026-02-18T13:29:17.311195Z [info     ] Setting next_dagrun for example_weekday_branch_operator to 2026-02-18 00:00:00+00:00, run_after=2026-02-18 00:00:00+00:00 [airflow.models.dag] loc=dag.py:693
